1,0.67414,0.096786,0.5,0.53846,0.375,0.084737,0,0,0,1,0.5,0.16,0
0,0.14662,0.053571,0.5,0.61538,0.375,0.030702,0,0,0,1,0.5,0.08,0
NaN,0.36842,0.21429,0.5,0.23077,0.375,0.035087,1,0,0,1,0.5,0,0
1,0.068872,0.043214,NaN,0.69231,NaN,0,0,0,0,0,0.5,0.05,0
0,0.16797,0.044643,0.5,0,0,0,1,0,0,0,0.5,0.04,0
1,0.3609,NaN,0.5,0.76923,0.875,0.40351,1,1,NaN,1,0.5,NaN,5e-05
1,0.36842,0.36161,0,0.23077,0.375,0.004386,0,0,0,0,0.5,0.08,0
1,0.13534,0.41071,0.5,0.15385,0.375,0.014562,0,0,0,NaN,0.5,0,NaN
1,0.43729,0.16518,0.5,NaN,0.375,0.1607,1,0,0,0,0,NaN,0
1,0.2418,0.125,0.5,0.53846,0.375,0.0057895,0,0,0,0,0.5,0.108,0
1,0.14541,0.035714,0.5,NaN,0.375,0.017544,0,0,0,1,0,NaN,0
NaN,0.13414,0.25,0.5,0.53846,0.375,0.0057895,0,0,0,0,0.5,0.08,0
1,0.14165,NaN,0.5,0.53846,0.375,0,0,0,NaN,0,1,NaN,0
0,0.19293,0.090714,0,0,0,0,0,NaN,0,1,0.5,0.09,0.0006
1,0.1215,0.055,0.5,0.23077,0.375,NaN,0,0,0,1,0.5,0.178,0
0,0.16917,0.03125,0.5,1,0.875,0.036491,1,0,0,1,0.5,0.08,NaN
1,0.46992,0.30357,NaN,0.92308,0.875,NaN,1,1,0.014925,1,0.5,0.044,0.02
1,0.15293,0.053571,0.5,0.076923,NaN,0.06579,1,1,0.089552,0,0.5,0.1,0.00327
0,0.095188,0.0044645,0.5,0.76923,0.375,0.035087,0,1,NaN,0,0.5,0.12,0.00768
1,0.5188,0.89589,0.5,0.61538,0.375,0.061403,1,1,0.044776,0,0.5,0.06,0.00014
1,0.17925,0.44643,NaN,0.92308,0.375,0.042456,1,1,1,1,0.5,0.07,0.00258
1,0.16165,0.47625,0,0.38462,0.375,0.0014035,0,0,0,1,0.5,0.06,0.00475
1,0.13158,0.41071,0,0.46154,0.375,0.052631,0,NaN,0,1,0.5,0,0.04
NaN,0.29955,0.077321,0.5,0.53846,0.375,0.052631,0,0,0,0,1,NaN,0
0,0.033834,0.005893,0.5,0.38462,0.375,0.035087,0,1,NaN,1,0.5,0.16,1e-05
1,0.093985,0.25,0.5,0.53846,0.375,0.017544,0,0,0,0,0.5,0,0
0,0.33083,0.032678,0.5,0.38462,NaN,0.026316,1,1,0.059702,0,0.5,0,0.01583
1,0.25444,0.089286,0.5,0.92308,0.875,0.078948,0,0,0,1,0,0.17,0
1,0.19429,0.52089,0.5,0.15385,0.5,0,0,0,0,1,0.5,0.089,0
1,0.17925,0.11607,0.5,NaN,0.875,0.080351,0,1,0.014925,1,0.5,0.208,NaN
1,0.12662,0.020893,0,0,0,NaN,0,0,0,NaN,0.5,0.05,0
1,0.1015,0.35714,0,0.53846,0.375,0.08772,1,0,NaN,NaN,0,0.02,0
0,0.1003,0.375,0,1,0.875,0,0,0,0,1,0.5,0.077,0.00032
1,0.10406,0.18893,0.5,0.76923,0.375,0.013158,NaN,1,0.014925,0,0.5,0.08,0
0,0.047669,0.017857,0.5,NaN,0.375,0.0057895,NaN,1,0.089552,1,0.5,0.12,0.00035
1,0.60406,NaN,0.5,0.69231,0.375,0.30403,1,1,0.074627,0,0.5,0,0
0,0.26797,NaN,0.5,0,0,0,0,0,0,0,0.5,0.092,0.052
1,0.31323,0,0.5,0.53846,NaN,0,0,NaN,NaN,0,1,0.092,0
0,0.3809,0.14286,0.5,0.53846,0.375,0.10526,0,0,0,0,0.5,0.24,0
1,0.18677,NaN,NaN,NaN,0.375,NaN,NaN,0,0,0,0.5,0.05,0
0,0.24436,0.18893,0.5,NaN,0.125,NaN,NaN,1,0.074627,1,0.5,0.0495,0.005
0,0.11278,NaN,0.5,0.15385,0.5,NaN,1,1,0.059702,0,0,0.04,0
0,0.10406,NaN,0.5,0.76923,0.375,0.073158,1,1,0.074627,0,0.5,0.11,0.02503
1,0.14165,NaN,0.5,1,0.875,0.016141,1,1,0.014925,0,NaN,0.05,0
0,0.10526,0.36607,0.5,0.76923,0.375,0.024913,1,1,0.029851,1,0.5,0.0245,0
0,0.17293,0.48214,0,0,0,0.070176,0,1,NaN,1,0.5,NaN,1e-05
1,0.21804,0.18304,NaN,NaN,0.375,0.16667,1,1,0.029851,0,0.5,0.21,7e-05
0,0.061354,0.39286,NaN,1,0.875,NaN,1,1,0.16418,0,0.5,0,0.03
1,NaN,0.050536,0.5,0.61538,0.875,0.026316,1,1,0.014925,0,0.5,0.12,0.001
NaN,0.3785,0.059464,0.5,0.38462,0.375,0.008772,0,0,0,0,0.5,0,0.0039
0,0.50632,0.28571,NaN,NaN,0.5,0.22807,NaN,1,NaN,0,0.5,0.1875,0.511
0,0.37594,0.053571,0.5,0,0,0,0,NaN,0,0,0.5,NaN,0
1,0.51008,0.089286,0.5,NaN,NaN,0.08772,1,1,NaN,1,0.5,0.205,0.0251
1,NaN,0.40929,0.5,0.23077,0.375,0.055614,0,0,0,1,NaN,0.05,0.01212
0,0.038797,0.0075,0.5,0.38462,0.375,NaN,0,NaN,0,0,0.5,0.1,1e-05
0,NaN,0.35714,0.5,0.76923,0.875,0.061403,1,0,0,0,0.5,0.0145,0.00837
1,0.38842,0.17857,0.5,0,0,0,0,1,0.029851,0,0.5,0.0085,1e-05
1,0.33083,0.08625,0.5,0.61538,NaN,0.004386,0,1,0.029851,0,0.5,0.11,1e-05
0,0.4185,0.037143,0.5,0.38462,0.375,0.023334,0,0,NaN,0,0.5,0.12,0.00237
1,NaN,0.0075,0.5,0.23077,0.375,NaN,NaN,0,0,1,NaN,0.14,0
NaN,0.57774,0,0,0,NaN,0,0,NaN,0,NaN,0.5,NaN,NaN
1,0.085263,0.053571,0,0.92308,NaN,0.070176,1,0,0,1,0.5,0.05,0.0002
1,0.89729,0.63393,0.5,NaN,0,0,1,0,0,1,0.5,0,0
1,0.1003,0.25,0.5,0.53846,0.375,0.057017,1,NaN,0.044776,0,0.5,NaN,0.01391
0,0.17414,0.074464,0.5,0.53846,0.875,0.096491,1,0,0,NaN,0.5,0.18,1e-05
1,0.1403,0.089286,0.5,0,0,0.0029825,0,0,0,1,0.5,0.05,0.04208
0,0.21549,0.53571,0,0.69231,1,0,1,0,0,0,0.5,0,0.13212
0,0.1203,0.41964,0.5,0.53846,0.375,0.008772,0,0,NaN,1,0.5,0.09,NaN
1,0.30707,0.1875,0.5,0.61538,0.375,NaN,0,0,0,1,0.5,0.145,6e-05
1,0.44241,0.17857,0.5,0.15385,0.5,0.078948,0,0,0,1,0.5,0.0705,0
1,0.30451,0.16071,0.5,NaN,0.375,NaN,1,0,NaN,1,0.5,0.12,0
1,NaN,0.53571,0.5,0.53846,0.375,NaN,1,1,0.13433,0,0.5,NaN,0
1,NaN,0.0014285,0.5,0.69231,0.375,NaN,0,1,0.014925,0,0,0.28,0
1,0.11158,0,0.5,0.53846,0.375,0.017544,0,0,0,1,0,0,0
1,0.33955,0.13536,0.5,0.61538,0.375,0.040877,1,0,0,1,0.5,0.1,0
1,0.21925,0.17857,0.5,0.61538,0.375,0.38597,1,0,NaN,1,0.5,NaN,0
NaN,0.35714,0.0625,0,NaN,0.5,0.008772,1,0,0,1,NaN,0.082,0.004
1,0.36722,0.36161,0.5,1,0.375,0.08772,1,1,0.089552,0,0.5,0.26,0.00196
1,0.17038,0.061072,0.5,NaN,0.375,0.058421,1,1,0.014925,1,0.5,0.1975,0.0002
0,0.10406,NaN,0.5,NaN,NaN,NaN,1,1,0.044776,0,0.5,0.05,6e-05
0,0.089023,NaN,0.5,0.76923,0.875,0.010176,1,1,NaN,0,0.5,0.04,0.00099
1,0.1391,0.022321,0,0.38462,0.375,0.004386,1,0,0,0,0.5,0.09,NaN
0,0.17173,0.10268,0.5,1,0.875,0.030702,NaN,0,0,0,0.5,0.18,0
0,0.18677,0.071429,0.5,NaN,0.25,0,0,0,0,1,0.5,0.138,NaN
1,0.15293,0.02375,0.5,0.53846,NaN,0.0057895,0,NaN,NaN,0,0.5,0.05,0
0,0.3221,0.13393,0.5,0,0,0,0,NaN,0.089552,0,0.5,0,0.002
1,0.3221,0.16071,0.5,1,NaN,0.20175,NaN,NaN,NaN,1,0,0.3555,0
1,0.28451,0.32143,0,0.61538,0.875,0.18421,1,0,0,1,0.5,0.077,0
1,0.17173,0.21429,0.5,0.53846,NaN,0.035087,1,1,0.044776,NaN,0.5,0,0
0,0.10647,0.30357,0.5,0.53846,0.375,NaN,0,0,0,0,0.5,0,0.00351
1,0.20797,0.072857,0,0.38462,0.375,0.070176,1,1,0.044776,NaN,0.5,0.185,0.0056
1,0.21684,0.0044645,0,0.23077,0.375,0.0029825,0,0,NaN,0,0.5,0.108,0.021
1,0.26797,0.022321,0.5,0.23077,0.375,0.008772,0,0,0,0,0.5,0.19,0.0201
NaN,0.16917,NaN,0.5,0.92308,0.875,0.12281,1,1,0.089552,0,0.5,0.2,0.00458
0,0.19173,0.096786,0,0.53846,0.375,0.0029825,0,0,0,0,0,0.04,0
1,0.66286,0.25143,0.5,0.46154,0.375,0.49123,1,1,0.089552,NaN,0.5,0.18,0.01332
1,0.27323,0.15929,NaN,NaN,0.875,0.21193,1,1,0.044776,0,0.5,0.1555,0.003
1,0.18165,0.45839,0.5,NaN,0.375,0.017544,0,0,0,0,0.5,0,2e-05
1,0.23188,0.125,0.5,0.61538,0.375,0.12281,1,1,0.044776,1,0.5,0.1645,NaN
1,0.081504,0,0,NaN,0.5,0,0,0,0,1,0,0.25,1e-05
1,0.34586,0.0044645,0,0.53846,0.375,0.052631,0,0,0,1,0.5,0.116,NaN
0,0.066466,0.35714,0,0.76923,0.875,0.0057895,0,0,0,0,0.5,0.17,0
0,0.77323,0.5,0.5,0,0,0,1,NaN,NaN,1,0.5,0,0.014
1,0.21173,0.055,0.5,0.61538,0.375,0.13158,1,1,0.074627,1,0.5,0.05,3e-05
NaN,0.12902,0.39286,0.5,0.61538,0.375,0.070176,1,1,0.014925,0,0.5,0.04,0.00278
NaN,0.20932,0.071429,0.5,1,NaN,0.035087,1,1,0.059702,0,0.5,0.07,0.07544
1,0.076391,0,0.5,0.76923,NaN,0.023334,0,0,0,0,0.5,0.08,1e-05
1,0.61158,0.017857,0,0.23077,0.875,0.13895,1,0,0,0,0.5,0.09,NaN
1,0.35459,0.095178,0.5,0.92308,0.375,0.0057895,0,NaN,0,1,0.5,0,0.00501
1,0.085263,0.25893,0.5,0.46154,0.375,0.0014035,0,1,0.014925,0,0.5,0.05,1e-05
1,0.2606,0.053571,0,0.61538,0.375,0.0014035,0,0,NaN,0,0,0.08,0
0,0.30331,0.056607,0,0,0,0,1,NaN,0,0,0.5,0.16,NaN
1,0.16917,0.40179,0.5,0.53846,0.375,0.08772,1,1,0.25373,0,NaN,0.1,0.01208
1,0.26797,0.375,0.5,1,0.375,0.22807,1,NaN,NaN,0,0.5,0,0
1,0.63414,0.41071,0.5,0,0,0.17544,1,1,0.074627,0,0.5,0,0.08851
0,0.076391,0.34071,0.5,0.38462,0.375,0.0029825,NaN,0,0,0,0.5,0.05,0
1,0.19549,0.16071,0,0.53846,0.5,0.08772,0,0,0,NaN,0.5,0.1,0.0121
0,0.49504,0.016429,0.5,0.92308,0.875,0.014562,1,1,0.16418,1,0.5,0.22,6e-05
NaN,0.17293,0.44643,0.5,0.076923,0.375,0.035087,0,0,0,1,0.5,0.09,0.01062
1,0.14286,0.035714,0.5,0.53846,0.375,NaN,1,0,0,0,0,0.15,0
1,0.13414,0.056607,0,0.61538,0.375,0.10825,1,1,0.089552,0,0.5,0.04,0
1,0.31579,0.53571,NaN,NaN,0.75,NaN,1,NaN,NaN,1,NaN,0,0.00134
1,0.26797,0.14286,0.5,1,0.375,NaN,1,NaN,0.044776,1,0.5,0.145,0.02279
0,0.29203,0.080357,0,0.92308,0.375,0.12281,0,0,NaN,1,0.5,0.1,0.00141
1,0.1003,0.065536,NaN,0.53846,0.375,0.078948,1,1,0.014925,0,0.5,0.05,NaN
0,0.3997,0.26929,0,0.76923,0.875,0.2807,1,1,0.20896,0,0.5,0,0.023
0,0.17789,0,0.5,0.53846,0.375,0,0,0,0,0,1,0.092,0
1,0.77699,0.39286,0.5,0.69231,1,0.70175,1,1,0.10448,1,NaN,0.011,0
0,NaN,0.48518,0.5,0.23077,0.875,0.29825,1,NaN,NaN,1,0.5,0,NaN
1,0.12286,NaN,0.5,0.53846,0.375,0.004386,0,0,0,0,0.5,0.18,0
1,0.30075,0.098214,0.5,0.15385,0.5,NaN,0,0,0,0,0.5,0.09,NaN
1,0.19549,0.071429,0.5,0.076923,NaN,0.026316,0,0,0,NaN,0.5,0.04,0
1,0.26797,0.013393,0.5,0.076923,0.375,0.030702,1,0,0,1,0,0.464,0
1,NaN,NaN,NaN,0.38462,0.375,0.29825,1,0,0,0,0.5,0,0
1,0.40857,0.080357,0,1,0.875,0.35088,1,0,0,NaN,0.5,0.088,0
1,0.30451,0.18161,0,0.15385,0.5,0.03807,0,NaN,0,1,0.5,0.24,0
1,0.13414,0.005893,0.5,0.53846,0.25,0.078948,0,0,0,NaN,0,0,0
1,0.52376,0.0073215,0,0.23077,0.375,0.008772,1,1,0.16418,0,0.5,0.19,0.02732
NaN,NaN,0.90036,0.5,0.76923,NaN,0.0073685,1,1,0.014925,0,NaN,0.38,0.0009
1,0.13414,0.375,0.5,0.76923,0.875,0.046842,NaN,0,0,0,0.5,0.05,0
1,0.27444,0.0625,0,0.69231,0.875,0.0014035,1,0,0,1,0.5,NaN,0
1,0.46737,0.25,NaN,0.53846,NaN,0.057017,0,0,0,0,0.5,0.08,2e-05
1,1,0.19643,0.5,0.53846,0.375,0.018948,1,0,0,NaN,0.5,0,NaN
1,0.10902,0.10714,0,0.076923,0.375,0.03807,1,NaN,0.1194,1,0.5,0.08,1e-05
0,0.26316,0.13393,0.5,0.92308,0.875,0.02193,1,1,0.13433,NaN,0.5,NaN,0
0,0.13534,0.22018,0.5,0.38462,0.375,0.0057895,0,0,0,0,0.5,0.11,0.01
1,0.26797,0.10714,0,0.15385,0.5,0.24561,0,NaN,0,0,0.5,0,1e-05
0,0.22301,NaN,0.5,0.76923,0.375,0.084737,1,0,0,1,0.5,0.22,0
0,0.081504,0.020893,0,0.38462,0.375,0.020527,1,NaN,0,1,0.5,0.08,0
1,0.035037,0.026786,0.5,0.53846,0.375,NaN,1,1,0.074627,1,0.5,0.176,0.0069
