0.575945,1,NaN,NaN,0.581855,0.80069,0.58258,NaN,0.58195,0.744335,0.580095,NaN,0.57718,0.69176,0.573385,1,1
NaN,0.665545,0,0.434245,0.2735,0.40972,0.32133,NaN,0.367155,0.39766,0.407995,0.4048,0.442035,NaN,0.46856,0.43131,0.487765
0.834465,0.744345,0.85199,0.721225,0.840795,0.676445,0.87811,0.63416,0.88105,0.584065,0.892705,0.537485,NaN,NaN,0.88851,0.448555,0.87121
0.32882,0.26724,0.08744,0.472905,0.03202,0.62808,0.397785,0.86896,0.27025,NaN,0.465845,1,NaN,NaN,0.50123,NaN,0.89895
NaN,0.5,NaN,0.503795,0.840505,0.4,0.668355,0.4481,NaN,NaN,0,0.5,0.5,0.531645,NaN,0.5,NaN
NaN,NaN,0.497295,1,0.53243,1,0.52162,NaN,0.545945,0.99278,0.506255,1,0.483785,1,NaN,NaN,0.464865
NaN,0.97615,NaN,0.971145,NaN,0.964075,0.477915,0.960245,NaN,NaN,NaN,0.95171,0.462605,0.959955,0.46378,NaN,0.4629
0.696685,1,NaN,NaN,NaN,0.962995,NaN,NaN,NaN,1,0.44209,1,0.444355,1,0.76686,1,0.21121
0.101985,NaN,0.05524,0.983005,NaN,NaN,0.12552,0.80973,0.11548,0.768885,0.11007,0.9051,0,NaN,0,0.652225,0.11944
NaN,0,0.166665,NaN,0.03732,0,0.333335,0.333335,0,NaN,0,1,NaN,0.5,0,1,NaN
0.323715,0.922685,NaN,0.87673,0.197055,NaN,0.178875,0.92553,0.1728,NaN,NaN,0.627175,NaN,0.72557,NaN,0.694475,NaN
NaN,0.756235,0.82462,NaN,NaN,NaN,0.841715,0.618465,0.88073,0.593825,0.869425,0.54847,NaN,0.513675,0.88536,NaN,NaN
NaN,0.978315,NaN,1,0.500955,NaN,0.65402,NaN,NaN,1,0.49803,0.87819,0.53954,1,0.40625,1,NaN
0.64357,0.798075,0.64652,NaN,0.646,0.72791,NaN,0.695115,0.63613,NaN,0.627765,0.636905,NaN,0.612135,0.60689,0.59043,0.595415
NaN,0.788095,NaN,0.739035,NaN,0.702765,0.8442,NaN,0.86041,0.63856,NaN,NaN,0.85341,0.55686,0.86344,0.53495,0.85722
0.39392,0.99339,0.39491,NaN,0.364175,0.96563,0.30271,1,0.403835,NaN,0.342175,0.90714,0.38136,0.945475,0.340715,NaN,0.292135
NaN,NaN,0.335185,0.23748,0.23038,0.363115,NaN,0.50403,0.15113,0.63014,0.19661,0.722845,0.283085,NaN,0.39229,NaN,0.514115
0.320075,0.72538,0.09659,NaN,NaN,0.5,0.5,0.62121,0.589015,1,0.38068,NaN,0.257575,0.58144,NaN,0.5,0.5
NaN,0.9692,NaN,0.9881,0.45358,0.989445,0.47341,0.957835,0.421625,0.978385,0.465025,0.95489,0.506535,1,0.446015,NaN,0.46556
0.19053,NaN,0.061065,NaN,0.05468,0.755545,0.13773,NaN,0.36133,0.91504,NaN,NaN,0.745395,0.68771,0.850055,NaN,0.89722
NaN,0.71602,0.502425,0.674755,NaN,NaN,0.62864,0.65534,0.424755,NaN,NaN,NaN,0.58738,NaN,0.5,0.686895,0.49029
0.509715,0.900095,0.512025,0.90431,NaN,0.901295,0.52676,0.88668,0.5111,0.89529,0.531175,0.929695,NaN,0.889315,0.53545,0.886345,0.53754
0.70584,0.552835,0.681765,0.521625,NaN,0.499585,0.62468,0.48569,0.597025,NaN,NaN,0.476105,NaN,NaN,0.53532,NaN,0.52293
0.286655,0.88064,NaN,0.834585,0.602445,0.92387,0.295115,0.82425,0.476505,0.78418,0.447145,0.7641,0.43327,NaN,0.43891,0.723835,NaN
NaN,NaN,0.469035,0.09472,NaN,NaN,0.26204,0.435515,0.2319,NaN,NaN,0.621605,NaN,NaN,0.349715,0.714025,NaN
0.53033,0.805145,NaN,0.837315,NaN,0.76011,0.375,0.86489,NaN,0.808635,0.53562,0.65441,NaN,NaN,NaN,NaN,0.608455
0,0,1,NaN,0,NaN,1,0,1,NaN,NaN,0,1,0,NaN,1,0
NaN,0.876215,0.26489,0.852775,0.264235,0.83075,0.249575,0.806485,NaN,0.78402,0.226855,0.750895,NaN,0.735375,NaN,0.710945,NaN
NaN,1,1,0.5,0.5,1,0,0,0,NaN,1,0,1,0,1,0.5,NaN
NaN,0.560605,NaN,0.50947,0.232955,0.21212,0.589015,0.645835,0.363635,NaN,0.21212,NaN,0.62121,NaN,NaN,NaN,0.291665
NaN,0.658775,0.362695,0.428285,0.39906,NaN,NaN,0.515105,NaN,NaN,0.49407,0.497985,0.49164,0.496195,0.50054,0.500075,0.501625
0.473175,NaN,0.328625,0.24111,0.187785,0.38286,NaN,0.534555,0.13072,0.667655,0.18852,NaN,0.28957,0.806085,0.413285,0.800365,0.5433
0.15957,0.68926,0.131795,NaN,0.11719,0.65949,NaN,0.61396,0.09183,0.568295,0.08745,NaN,0.088025,NaN,NaN,0.43084,0.095125
NaN,0.91872,NaN,0.904915,NaN,0.885205,0.57111,0.878775,0.556495,NaN,0.56641,0.831935,0.5765,NaN,0.55377,NaN,NaN
0.5,0.5,0.5,0,1,1,NaN,NaN,NaN,1,1,0.5,0.5,0,0,0.5,0.5
0.751955,0.87953,0.794005,0.90322,0.79981,NaN,NaN,0.833215,NaN,0.797085,NaN,0.74769,NaN,0.735135,0.858445,0.666905,NaN
NaN,NaN,NaN,0.70253,0.22914,0.667545,NaN,0.57375,0.181995,0.54656,NaN,0.46419,0.22536,0.4908,NaN,0.462715,NaN
0.49558,0.903865,NaN,0.943645,0.506075,NaN,NaN,NaN,0.489505,0.945735,NaN,NaN,NaN,0.98011,0.481215,NaN,0.418785
NaN,0.31662,0.50339,NaN,0.454875,0.41911,0.43518,0.46109,0.43628,NaN,0.44879,0.505165,0.46482,0.51112,0.47929,0.511245,0.489915
0.46513,0.882655,0.519405,0.884895,0.50574,0.875355,0.50616,0.88569,NaN,NaN,NaN,0.830805,0.504245,NaN,0.50742,NaN,0.507625
0.189215,0.436015,0.153565,NaN,0.1819,NaN,NaN,0.869285,0.47258,0.80049,0.65192,0.727605,0.80256,NaN,NaN,0.39214,0.752285
1,1,NaN,0,NaN,1,NaN,NaN,0,1,1,NaN,NaN,0,NaN,0,NaN
0.50501,NaN,0.45576,0.97508,0.48818,NaN,NaN,0.99082,0.510015,NaN,0.48483,1,0.470785,NaN,0.48268,0.96113,0.481635
NaN,NaN,0.491665,NaN,0.6,0.85,0.5,NaN,0.566665,NaN,0.527195,0.7,0.516665,0.733335,NaN,0.708335,0.475
NaN,0.010465,NaN,0.134585,0.118305,0.311645,NaN,0.70683,0,0.70889,0.03352,0.628865,0,0.96785,0.32389,0.99408,0.51723
NaN,0.93052,NaN,0.908165,0.55915,0.91834,0.57221,0.906645,0.56706,0.89738,NaN,0.89555,NaN,0.88561,0.57965,NaN,0.560075
0.423425,0.11968,NaN,NaN,NaN,0.425525,NaN,0.607905,NaN,0.766145,0.157035,NaN,0.29672,0.91571,0.464855,NaN,NaN
0.45662,0.98516,NaN,1,0.55137,0.960045,NaN,NaN,NaN,NaN,NaN,NaN,0.399545,0.92694,0.45662,0.982875,0.39041
0.77551,NaN,0.77551,0.357145,NaN,0.357145,0.663265,0.19388,0.612245,0.267105,0.574475,0.20408,0.591835,0.32653,0.5,0.367345,0.37755
0.37458,NaN,NaN,NaN,0.62291,0.801005,0.887125,1,0.23077,0.94631,0.61108,0.85535,0.76923,1,NaN,NaN,0.619565
NaN,0.84938,0.145015,0.853225,0.1184,0.815405,0.09728,NaN,0.05436,NaN,NaN,NaN,0.081625,NaN,0.054535,0.614975,0.05421
NaN,0.97736,0.79931,0.76629,0.72044,0.733865,NaN,NaN,0.720995,0.67187,0.716105,0.95165,NaN,0.617025,0.6981,0.59316,0.685955
0.51461,0.74079,NaN,0.664175,0.57308,0.647475,0.57319,0.63218,NaN,0.618205,NaN,NaN,NaN,0.593835,NaN,0.583275,0.56599
0.524475,1,0.19231,NaN,0.367135,1,0,1,0.20979,NaN,0.09314,1,0,1,0.107225,NaN,0.25874
0.47059,NaN,NaN,NaN,0.67647,NaN,0.70588,1,0.441175,1,0.601125,1,0.52941,NaN,0.67647,1,0.617645
0.510655,NaN,0.52842,NaN,0.52398,0.97247,NaN,0.992005,NaN,0.9877,NaN,0.974245,0.540855,0.99556,0.531085,0.99467,NaN
NaN,NaN,0.48821,0.93998,NaN,NaN,0.437835,0.950695,0.402465,0.941225,NaN,NaN,0.43569,NaN,0.40729,0.958735,0.415865
NaN,0.75,0.3634,0.773195,0.592785,NaN,0.541235,0.853095,0.59794,NaN,0.437765,NaN,0.368555,NaN,0.52062,0.726805,NaN
0.88409,0.52343,0.880855,NaN,NaN,0.407605,NaN,NaN,NaN,0.30601,0.792765,0.266005,0.750655,0.23427,0.70366,NaN,0.675475
0.11111,0.77778,NaN,0.38889,0.11111,0.88889,NaN,NaN,NaN,0.9606,0.725095,0.78727,0.921765,NaN,1,NaN,1
0.411595,1,0.397545,NaN,0.38274,1,NaN,1,0.35074,NaN,0.33348,1,NaN,1,0.2963,1,0.276305
0,0.5,0.5,0.5,NaN,1,1,0.5,NaN,1,0,0.5,0.5,1,0,0.5,NaN
NaN,0.95349,NaN,1,NaN,1,0,0.9031,0.51938,1,NaN,0.92248,0.534885,1,0.936585,1,1
0.37759,NaN,NaN,0.851225,0.498115,NaN,NaN,0.780605,0.334275,NaN,0.415815,0.763655,0.48964,0.769305,0.34369,0.8371,0.38983
0.6175,0.329065,0.65704,0.26,NaN,0.64954,0.66588,0.21,NaN,0.66095,0.357625,NaN,0.5925,NaN,0.34386,0.702225,0.51525
0.543395,0.809435,0.460375,0.879245,0.38113,0.86981,0.426415,0.92453,0.42453,0.86943,0.470995,0.83396,0.51132,0.932075,0.51887,0.86604,NaN
0.37338,0.936895,0.42759,0.924355,0.630665,0.875405,0.481795,NaN,0.487055,0.936465,0.48849,0.99272,NaN,0.891585,0.44903,NaN,NaN
0.508475,0.77966,0.51695,0.79661,0.65254,NaN,NaN,0.70339,0.57627,NaN,0.49867,0.83051,NaN,NaN,0.42373,NaN,0.449155
NaN,0.99149,NaN,NaN,0.500375,0.93918,0.47059,0.96684,0.40064,0.937895,0.41097,0.97147,NaN,0.901265,NaN,0.88293,0.36103
NaN,0.93585,0.482425,NaN,0.45255,NaN,NaN,0.932335,NaN,NaN,0.47589,0.891035,NaN,NaN,NaN,0.92882,NaN
0.47397,0.943365,0.590675,0.99242,0.15203,0.93335,0.071225,0.64302,NaN,NaN,NaN,0.81479,NaN,0.938785,0.905035,NaN,0.84411
0.43178,0.877675,0.4573,NaN,0.36249,NaN,0.43969,NaN,0.2989,NaN,NaN,0.7155,0.413175,0.80218,0.3791,0.780225,0.30881
0.759385,0.45096,0.7875,0.48269,0.714425,0.45572,NaN,NaN,NaN,NaN,NaN,0.38084,0.647705,NaN,0.61948,NaN,0.65577
